kriol,english
"en yu garra go langa det king en tok langa im, en yu garra dalim im wanim ai wandim yu blanga dalim im."" lagijat na jowab bin tok langa det gel, en imbin dalim im hau blanga tok langa king deibid.","Go in to the king and speak like this to him."" So Joab put the words in her mouth."
"imbin jingat langa sambodi blanga bringimap ola klebabala en doktabala men. wen olabat bin kaman na, det king bin tok langa olabat, ""enibodi iya hu gin ridim dijan wed en dalim mi wanim im min? if im gin dum lagijat, ai garra gibit im brabli gudwan klos deibin meigim brom main ronwan purdibala kala, en im garra werrimon golwan tjein raun langa im nek blanga shoum im haibala, en im garra jidan namba 3 bosmen langa dijan kantri.""","The king cried aloud to bring in the enchanters, the Chaldeans, and the soothsayers. The king spoke and said to the wise men of Babylon, ""Whoever reads this writing and shows me its interpretation shall be clothed with purple, and have a chain of gold about his neck, and shall be the third ruler in the kingdom."""
"en wen deibin go thru, imbin jis laik deibin beptais garram det klaud en garram det solwoda blanga meigim olabat bulurrum mosis.",and were all baptized into Moses in the cloud and in the sea;
"bat jisas bin tok, ""yumob na gibit olabat daga."" wal detlot wekinmen bin tok, ""melabat garram oni faibala damba en dubala fish! yu wandim melabat garra go en baiyim daga blanga ol dislot pipul iya?""","But he said to them, ""You give them something to eat."" They said, ""We have no more than five loaves and two fish, unless we should go and buy food for all these people."""
"wal wan leimbala men bin deya langa det taun gulum listra. imbin leimbala brom beibitaim, en im nomo bin oldei wok,","At Lystra a certain man sat, impotent in his feet, a cripple from his mother's womb, who never had walked."
"dumaji yubin brabli wail langa mi, yubin pikimat mi en yubin tjakidawei mi. main daga im jis laik eshis, en main tiyas buldan insaid langa main dringk.","For I have eaten ashes like bread, and mixed my drink with tears,"
"dei nomo bin bulurrum yawei det trubala god blanga olabat. nomeda yawei bin seibum olabat brom ola enami blanga olabat raidaran langa det kantri, bat stil dei nomo bin bulurrum im,","The children of Israel didn't remember Yahweh their God, who had delivered them out of the hand of all their enemies on every side;"
"en det yangboi bin silip insaid langa det seikridwan tent blanga yawei weya det seikridwan boks bin oldei jidan. imbin ailibala bifo det san bin gidap wen god bin jingat langa det yangboi. det speshalwan lemp bin stil barnbarn deya insaid langa det seikridwan tent,","and God's lamp hadn't yet gone out, and Samuel had laid down in Yahweh's temple where God's ark was,"
"detlot najalot solja bin ranawei deya langa det taun gulum afek. en deya na det wol blanga det taun bin buldan ontop langa 27,000 soljamob. king benaded du bin ranawei langa det taun en deya na imbin haidim miselp langa wanbala rum blanga wan haus.","But the rest fled to Aphek, into the city; and the wall fell on twenty-seven thousand men who were left. Ben Hadad fled and came into the city, into an inner room."
"""wal yumob kaan growimap difrinwan sid daga langa seimwan pedik weya yumob growimap greiptri. wal if yumob dum lagijat yumob kaan dagat detlot greip daga o detlot sid daga.","You shall not sow your vineyard with two kinds of seed, lest all the fruit be defiled, the seed which you have sown, and the increase of the vineyard."
"yu meigim ol detlot hu oldei ardimbat mi jidan sheimwan, bat yu sori langa mi en album mi yawei. yu meigim olabat jidan bradinwan, bat yu nomo bradinim mi. yu jandim detlot nogudbala ting langa olabat, en yu binijimap olabat brabliwei."" wal lagijat na aibin tok.","Let them be disappointed who persecute me, but don't let me be disappointed. Let them be dismayed, but don't let me be dismayed. Bring on them the day of evil, and destroy them with double destruction."
"wal mosis bin tok langa ola isreil pipul, ""dijan na det kantri yumob garra abum wen yumob garra tjakambat detlot speshalwan ston. dijan na det kantri weya yawei gibit langa det 9 en haf klen.","Moses commanded the children of Israel, saying, ""This is the land which you shall inherit by lot, which Yahweh has commanded to give to the nine tribes, and to the half-tribe;"
"det solwoda im jidan brabli bigiswan, en olkain bigwan en lilwan enimul jidan deya.","There is the sea, great and wide, in which are innumerable living things, both small and large animals."
"meigim detlot pipul weya im owim mani, deigimwei ola ebrijing brom im, en larram ola streinja gedim ola ebrijing weya imbin oldei wekwekbat blanga gedim.",Let the creditor seize all that he has. Let strangers plunder the fruit of his labor.
"wal det taun gulum lida nomo bin longwei brom jopa, en wen detlot bilibamob deya langa jopa bin irrim pida bin deya langa lida, deibin jandim dubala men langa im blanga dalim im blanga kaman kwikbala,","As Lydda was near Joppa, the disciples, hearing that Peter was there, sent two men to him, imploring him not to delay in coming to them."
"larram brabli hotwan eshis buldan langa olabat. larram olabat buldan langa faiya langa det dipwan hol, en nomo kamat igin.","Let burning coals fall on them. Let them be thrown into the fire, into miry pits, from where they never rise."
"dislot na detlot neim blanga ola serramonimen. deibin seraiya, esaraiya, jeramaiya, pashura, amaraiya, melkija, hetash, shebanaiya, melak, herim, meremoth, obadaiya, denyul, ginathan, baruk, meshalam, abaija, mijamin, meisaiya, bilgai en shemaiya.","Seraiah, Azariah, Jeremiah,"
"god im main enami na, en im nomo laigim mi enimo. im oldei lukinatbat mi, en im baidim mi garram im shapwan tuth.",He has torn me in his wrath and persecuted me. He has gnashed on me with his teeth. My adversary sharpens his eyes on me.
"""isikiyel, yu dalim ol detlot boswan men, 'blanga wanim yumob bin kaman iya blanga askimbat mi wanim blanga dum? mi na yawei det boswan god, en trubala ai dalim yumob. ai kaan ensim yumob.'","""Son of man, speak to the elders of Israel, and tell them, 'The Lord Yahweh says: ""Is it to inquire of me that you have come? As I live,"" says the Lord Yahweh, ""I will not be inquired of by you.""'"
"afta na wen ola keinan pipul bin luk detlot pipul brom ijip bin kraikrai deya langa det pleis, olabat bin tok, ""dijan im bigbala serramoni weya detlot ijip pipul abum iya blanga kraikrai."" en deibin gibit nyuwan neim langa det pleis. deibin gulum det pleis eibulmisreiyim, dumaji ola ijip pipul bin kraikrai deya na.","When the inhabitants of the land, the Canaanites, saw the mourning in the floor of Atad, they said, ""This is a grievous mourning by the Egyptians."" Therefore its name was called Abel Mizraim, which is beyond the Jordan."
"aibin dalim olabat dijan mesij blanga king hesakaiya brom yawei, 'mi na yawei det trubala god. yu nomo wori blanga det mesinja brom det king brom asiriya hubin mokimbat en toktokbat blanga mi.","Isaiah said to them, ""Tell your master, 'Yahweh says, ""Don't be afraid of the words that you have heard, with which the servants of the king of Assyria have blasphemed me."
"wal detlot serramonimen gulum ferasi bin gedim wed weya detlot pipul bin toktok kwaitbalawei biyain langa jisas bek, en deibin go langa detlot najalot haibala serramonimen, en ol detlot serramonimen bin dalim detlot blijiman blanga det serramoni pleis blanga go en gajim jisas.","The Pharisees heard the multitude murmuring these things concerning him, and the chief priests and the Pharisees sent officers to arrest him."
en nomo trai blanga jidan brabli nogudbala o granggibala. if yu dum lagijat yu garra binijap kwikbala.,"Don't be too wicked, neither be foolish. Why should you die before your time?"
"nomo spredimatbat yan blanga enibodi, en wen sambodi abum brabli bigwan trabul en im abum kotkeis, yumob garra toktok adbala if det wed blanga yumob gin album im, dumaji mi na det trubala god blanga yumob.","""'You shall not go around as a slanderer among your people. ""'You shall not endanger the life of your neighbor. I am Yahweh."
"wal gidiyan en im solja olabat bin bulurrum det roud wansaid langa det deset sanraisaid brom det dubala taun gulum noba en jogbeha, en deibin snikimap langa det dubala king en ola midiyan solja, en deya gin deibin fait langa olabat,","Gideon went up by the way of those who lived in tents on the east of Nobah and Jogbehah, and struck the army; for the army felt secure."
en im binij sangodantaim.,"In the morning it sprouts and springs up. By evening, it is withered and dry."
"aibin irrim dijan wed weya god bin dalim mi, en aibin gajim det brabli klebabala main brom det brabli haibala god, en aibin luk dijan dumaji im na bin shoum langa mi.","he says, who hears the words of God, knows the knowledge of the Most High, and who sees the vision of the Almighty, falling down, and having his eyes open:"
wal wen mosis bin irrim dijan imbin sedisfaid na.,"When Moses heard that, it was pleasing in his sight."
"sambodi im jinginatbat, ""deya langa det deset kantri yumob meigim det roud streitwan! meigim det roud redibala blanga yawei det trubala god!","The voice of one who calls out, ""Prepare the way of Yahweh in the wilderness! Make a level highway in the desert for our God."
"""wal yawei garra deigimwei yumob en yumob king langa najawan kantri, weya yumob en wi grengrenfathamob nomo bin go, en deya na yumob garra weshipbat detlot drimin sheip deibin meigim brom wadi en ston.","Yahweh will bring you, and your king whom you will set over yourselves, to a nation that you have not known, you nor your fathers. There you will serve other gods of wood and stone."
"olabat garra dagadagat ola sid daga en frut daga blanga yumob, en olabat garra kilim yumob doda en san. en olabat garra kilim yumob enimul, en kadimdan ola greip en figtri. detlot strongbala taun weya yumob reken yu jidanbat seifwan, det amimob blanga olabat garra binijimap yumob.""","They will eat up your harvest and your bread, which your sons and your daughters should eat. They will eat up your flocks and your herds. They will eat up your vines and your fig trees. They will beat down your fortified cities in which you trust with the sword."
"wal yawei bin kipgon tok, ""wen dijan garra hepin sebenbala gel garra gajim seimwan men, en detlot gel garra tok, 'melabat garra baiyim melabat ronwan daga en klos. yu garra merrit langa melabat, blanga meigim melabat gudbinji en nomo sheim.'"" lagijat na yawei bin tok.","Seven women shall take hold of one man in that day, saying, ""We will eat our own bread, and wear our own clothing. Just let us be called by your name. Take away our reproach."""
"""im na meigim strongbala pipul jidan wikwan, en im meigim wikwan pipul jidan strongbala.","""The bows of the mighty men are broken. Those who stumbled are armed with strength."
"wanim melabat garra gedim wen melabat oldei preipreibat en weshipbat langa yu, god?","What is the Almighty, that we should serve him? What profit should we have, if we pray to him?'"
"bat bambai detlot nogudbala pipul garra jandap lida langa god, en dei garra dalim im wotfo deibin kipgon jidanbat langa det nogudbala laif, dumaji god im redi blanga jadjim ola laibala pipul en ola dedbala pipul du.",They will give account to him who is ready to judge the living and the dead.
